10944750	7868,13451,7150,8689,25372,6290
12028500	20103,11679,9922,21372,28391,16540
1206500	10999,14688,8226,22529,5370,29504
12154500	12475,3627,15018,17640,2683,7611
1620500	5833,12230,23735
4716750	11052,2438,647,17641,20470,2683
4844000	7868,27625,24196,5086,26806,15138
5654000	10247,5896,4775,21110,20417,27446
5735000	7208,15018,15946,28065,14780,20578
5780000	3723,22529,25510,21071,21865,20190
6061250	26655,7868,24929,15019,4683,10893
6458500	8637
7860250	10999,8226,22529,5370,8220,29504
8170750	10207,3720,26801,21431,20180,23656
8622000	15935,11125,8702
8861500	29377,1547
8869250	11203,28230,8689
10224750	4761,25526,9549,11679,5797,21336
10229250	18289,16302,3627,15907,21865,18361
10302500	26087,28164,24402,8689,7409,6630
10546500	26801,16607,23656,20180,13997,155
1110750	22499,3458,12426,13883,20578
12015000	24977,5176,19699,7552,26900,13097
12173500	21426,3627,29287,15405,9817,554
12388250	4538,1539,15298,2367,18712,16939
1971500	7654,15645,14917,8385,8316,10193
2626250	4351,2655,2826,7868,11176,25193
3963750	16624,3809,12175,26614,8739,16818
434750	3228,19973,25086,16972,12656,4571
5220750	28438,25240,8689,26216
5254500	3723,7208,2436,15946,14780,28065
5948500	28382,6290,28057
6067750	29504,16607,26801,28065,23656,949
6571000	20626,21862,13430,7773,25631,28687
6849750	8389,11679,27928,9829,23556,6246
6977000	10999,22529,1415,29504,29505,22524
7703750	12687,7868,27625,4993,18868,3626
8149250	7868,2367,215,11679,14294,11196
8757750	6968,3149,26288,23928,18024,24601
9288000	11052,2438,10999,3723,647,17641
10696000	25420,3740,1415,26969,15159,4731
11391250	27035,6546,7567,28924,20668,27998
1661750	21950,14917,9802,7868,3627,13592
1832000	7868,10151,13451,12287,8689,25372
2771250	29490,7208,24732,16609,6180,789
2852250	15645,4709,3627,17348,3821,11679
3001000	10999,26801,16607,29505,23656,949
3211250	3228,26516,3390,23662,6148,16110
3581250	23214,17783,3723,18739,5086,20585
4256500	29149,3800,2410,19897,23136,23045
5034000	2438,25656,3723,11679,16607,8122
5901250	29446,19277,6592,11073,22280,22482
6257000	2655,530,23628,3740,22749,12285
6996000	24780,12165,18213,27198,6305,10647
9720000	23214,26871,9512,19894,23520,16315
10057000	239,8193,6839,22447
11362000	8693,5330,17232,2963,10404,16376
11687000	16302,3627,15907,11679,21225,18281
11847750	24447,8976,19166,10948,12132,3555
12008000	26618,4960,24274,25618,647,14261
12215000	21914,7868,7208,3627,13592,25260
1969000	2438,3723,16607,11679,8122,13354
2132250	28142,14159
3089500	1917
3552000	10999,1415,29505,22524,28065,15352
4770500	26871,24196,11679,10404,15315,6988
4809750	27700,13592,25260,11679,7706,10193
7002750	2270,1831,5081,1481,16540
799000	13450,20536,16607,18465,13494,7611
8102000	11052,23512,2683,21865,18678,26614
8666500	27467,20846,24015,647,25791,12132
9035750	20661,7850,17977,9881
9163000	27737,7868,6096,14182,6294,11482
9244000	10151,7208,11679,28065,14780,27927
1046250	11052,7868,10678,6621,25488,9846
10768750	11150,637,27625,2570,4683,17592
10927500	10999,22529,8226,29504,29505,22524
11046750	7169
11339250	26618,6828,22836,11679,20180,9340
12027000	10999,29505,28065,22523,23656,29022
1904750	25888,15906,27314,22484,9138,23928
1906000	2438,3723,17641,11679,21865,2683
1909250	26655,20516,27683,3384,17680,19458
2138750	17457,18805,11029,25260,21334,20425
2476250	29231,21950,7868,18805,23202,27334
2874500	4172,7868,3047,14914,19422,28370
